The Pandemic Special,Clyde,Good morning.
South ParQ Vaccination Special,Mr. Garrison,"The Whites? That guy was harassing me at the grocery store! Come on, Mr. Service. It's time to deal with the Whites. [Mr. Garrison leaves along with Mr. Service; Craig remained shocked through the entire scene]"
South ParQ Vaccination Special,Craig,[sighs] I guess 2021 is gonna be just like 2020.
South ParQ Vaccination Special,Scene Description,"Raisins, broken down and abandoned. The boys are hiding inside with the vaccines. Stan is looking out the window."
South ParQ Vaccination Special,Kyle,All good?
South ParQ Vaccination Special,Stan,[walking up to Kyle] I don't see anybody. I think we're safe here until school starts in the morning.
South ParQ Vaccination Special,Kenny,(We're actually gonna sleep here?)
South ParQ Vaccination Special,Kyle,I don't see what choice we have.
South ParQ Vaccination Special,Cartman,"[looking at his phone] Oh, my God."
South ParQ Vaccination Special,Stan,[turns to look at Cartman] What?
South ParQ Vaccination Special,Cartman,"[looks up at the boys] You guys, oh my God, seriously."
South ParQ Vaccination Special,Kyle,[irritated] What?
South ParQ Vaccination Special,Cartman,[stands up] You guys know Mr. Lawson? Jenny Lawson's dad?
South ParQ Vaccination Special,Kenny,(Yeah?)
South ParQ Vaccination Special,Cartman,"[points to his phone] He's offering us 2,000 bucks for a vaccination."
South ParQ Vaccination Special,Kyle,[angrily] What are you doing?
South ParQ Vaccination Special,Cartman,"Dude, people really want their shot. I'm asking around to see what they're willing to pay for it. I'm a little Harvey Weinstein."
South ParQ Vaccination Special,Kyle,[points outside] We are giving these to the teachers at the school!
South ParQ Vaccination Special,Cartman,"Kyle, this is what our broship needs! We can sell these and go on vacations together, go to shows and theme parks!"
South ParQ Vaccination Special,Kyle,"[glaring at Cartman] What the broship needs is for us to do the right thing and fix the problem of everyone hating us! [the rest of the boys are silent for a moment] Right, Stan?"
South ParQ Vaccination Special,Stan,"I say we take the vaccines ourselves. I mean, why are us kids last? This whole pandemic has been about doing what's best for adults. Maybe for the broship we do what's best for us."
South ParQ Vaccination Special,Cartman,What's best for us is thousands of dollars. That's always what's best!
South ParQ Vaccination Special,Kyle,[angrily] You guys are being selfish! You're not thinking about what's best for the broship. You're thinking about what's best for you. We did all this because we wanted to fix the damage of the period prank. That means taking these to the school tomorrow morning for our teachers. [walks up to the tray with the vaccines; he picks it up] I'm gonna put these somewhere safe so no one gets tempted to do the wrong thing!
South ParQ Vaccination Special,Cartman,"[looks at Stan] I don't know why you don't stand up to him more, it's really disappointing."
South ParQ Vaccination Special,Scene Description,"Stan stares after Cartman as he walks away. Kyle enters the back room, carrying the tray with the vaccines. His cellphone rings. He sets the vaccines on a stool."
South ParQ Vaccination Special,Kyle,"[looking at his phone] Oh, crap. [he taps his phone screen] Hey, dad. Look, I'm okay. I won't be home until tomorrow 'cause... well, I'm doing something really important."
South ParQ Vaccination Special,Gerald,"[nonchalant] Oh, okay, Kyle. Sounds good! Thanks, buddy!"
South ParQ Vaccination Special,Kyle,[confused] You're not... worried?
South ParQ Vaccination Special,Gerald,"Hey, we trust you, Kyle! [pause] Say, Kyle, we heard you have some COVID-19 vaccinations."
South ParQ Vaccination Special,Kyle,[annoyed] They're for our teachers.
South ParQ Vaccination Special,Gerald,"Oh, okay. Yeah, that makes sense. You know, if you think your teacher is worth saving more than us..."
South ParQ Vaccination Special,Kyle,It's not like that.
South ParQ Vaccination Special,Gerald,"Well, it sounds like that! Sounds like your teacher's life is more important than your mom and dad's! [camera turns to Kyle, looking annoyed as he listens on his phone] You know, when all this went down, the school wasn't really there for you, was it? [Kyle rests his head on the wall in frustration] School kind of abandoned you kids. But your parents, well... we didn't shove you off into a Zoom meeting, did we?"
South ParQ Vaccination Special,Kyle,"Dad, please don't-"
South ParQ Vaccination Special,Gerald,"You know, we're not spring chickens anymore. [his voice saddens] The virus is still out there, Kyle, and it's still killing people. I don't know how you'd feel if mom or me got COVID and died in these last few months because you did nothing. Don't do nothing, Kyle. You know what, Kyle?"
South ParQ Vaccination Special,Kyle,[closing his eyes] Please don't say it.
South ParQ Vaccination Special,Gerald,"Silence is violence, Kyle. Don't kill mom, buddy. [he hangs up]"
South ParQ Vaccination Special,Kyle,[lowers his phone] Shit.
South ParQ Vaccination Special,Scene Description,"Whites' residence, night time. The family is eating dinner when the doorbell rings."
South ParQ Vaccination Special,Bob,"Go get that will you, Crystal? [Crystal gets up and opens the front door; Mr. Garrison and Mr. Service are there]"
South ParQ Vaccination Special,Bob,"Who is it, sweetheart?"
South ParQ Vaccination Special,Crystal,It's the savior of our country and still president of the United States who was impeached unjustly.
South ParQ Vaccination Special,Mr. Garrison,"[angry] Get them, Mr. Service!"
South ParQ Vaccination Special,Crystal,[Mr. Service lunges at her and she screams] Aah!
South ParQ Vaccination Special,Bob,[The family is now tied up in the living room] What's this all about? Did we do something wrong?
South ParQ Vaccination Special,Mr. Garrison,[turning to face the family] God damn right you did something wrong! Our public school system is dying and you tutors are trying to take advantage of it!
South ParQ Vaccination Special,Bob,But we were just trying to be like you!
South ParQ Vaccination Special,Mr. Garrison,You'll never be like me! I've been a teacher for 30 years! I'm just trying to get my old life back and assholes keep getting in my way!
South ParQ Vaccination Special,Bob,But we have to tell children the truth! They have to know!
South ParQ Vaccination Special,Mr. Garrison,They have to know what!?
South ParQ Vaccination Special,Bob,About-- about the whole thing! About the vaccinations! That the pandemic was blown out of proportion!
South ParQ Vaccination Special,Crystal,That Venezuelan socialists switched out circuit boards from voting machines in 12 states!
South ParQ Vaccination Special,Bob,"Good, sweetie! [he looks back up at Mr. Garrison] Don't you understand everything is being manipulated!"
South ParQ Vaccination Special,Mr. Garrison,[turns around] Everyone's being manipulated... So that's why everyone in town is being such an inconsiderate jerk about me coming back?
South ParQ Vaccination Special,Bob,Yes. They don't want people to like you. They need people to hate you!
South ParQ Vaccination Special,Mr. Garrison,Who are they?
South ParQ Vaccination Special,Bob,"They're the elites. They do whatever they want and they feed on the pain and torture of children! And if anybody starts to care, they'll just cut us off when we tell the truth! And the truth is that -- [scene cuts away]"
South ParQ Vaccination Special,Scene Description,"Raisins, morning time. Kyle is in the back room. He pours two of the vaccines into a cup and refills them with Cactus Cooler, looking around to make sure he isn't seen. Stan appears in the background suddenly."
South ParQ Vaccination Special,Stan,"Kyle? [Kyle, startled, drops the can of Cactus Cooler and tries to hide the vaccine] What are you doing?"
